"REGIONE","PROVINCIA","COMUNE","NUMERO STABILIMENTI","NUMERO ATTIVITÀ","NUMERO OPERATORI"
"VENETO","ROVIGO","Total","5","5","5"
"VENETO","ROVIGO","FIESSO UMBERTIANO","1","1","1"
"VENETO","ROVIGO","LENDINARA","1","1","1"
"VENETO","ROVIGO","ROSOLINA","1","1","1"
"VENETO","ROVIGO","ROVIGO","1","1","1"
"VENETO","ROVIGO","TRECENTA","1","1","1"
"VENETO","TREVISO","Total","25","25","25"
"VENETO","TREVISO","CHIARANO","1","1","1"
"VENETO","TREVISO","CISON DI VALMARINO","2","2","2"
"VENETO","TREVISO","CORDIGNANO","2","2","2"
"VENETO","TREVISO","FARRA DI SOLIGO","1","1","1"
"VENETO","TREVISO","GIAVERA DEL MONTELLO","1","1","1"
"VENETO","TREVISO","GODEGA DI SANT'URBANO","1","1","1"
"VENETO","TREVISO","LORIA","1","1","1"
"VENETO","TREVISO","MASER","2","2","2"
"VENETO","TREVISO","MONTEBELLUNA","2","2","2"
"VENETO","TREVISO","MOTTA DI LIVENZA","1","1","1"
"VENETO","TREVISO","POSSAGNO","1","1","1"
"VENETO","TREVISO","REVINE LAGO","1","1","1"
"VENETO","TREVISO","SALGAREDA","1","1","1"
"VENETO","TREVISO","SEGUSINO","1","1","1"
"VENETO","TREVISO","SILEA","1","1","1"
"VENETO","TREVISO","VALDOBBIADENE","1","1","1"
"VENETO","TREVISO","VEDELAGO","1","1","1"
"VENETO","TREVISO","VILLORBA","2","2","2"
"VENETO","TREVISO","VOLPAGO DEL MONTELLO","2","2","2"
"VENETO","VENEZIA","Total","3","3","3"
"VENETO","VENEZIA","CEGGIA","1","1","1"
"VENETO","VENEZIA","MIRA","1","1","1"
"VENETO","VENEZIA","NOALE","1","1","1"
"VENETO","VERONA","Total","28","29","28"
"VENETO","VERONA","BADIA CALAVENA","1","1","1"
"VENETO","VERONA","BARDOLINO","1","1","1"
"VENETO","VERONA","BUSSOLENGO","2","2","2"
"VENETO","VERONA","CAPRINO VERONESE","1","1","1"
"VENETO","VERONA","CAVAION VERONESE","1","1","1"
"VENETO","VERONA","FERRARA DI MONTE BALDO","1","1","1"
"VENETO","VERONA","GREZZANA","1","1","1"
"VENETO","VERONA","ISOLA DELLA SCALA","1","2","2"
"VENETO","VERONA","LAZISE","1","1","1"
"VENETO","VERONA","LEGNAGO","2","2","2"
"VENETO","VERONA","NEGRAR DI VALPOLICELLA","1","1","1"
"VENETO","VERONA","OPPEANO","1","1","1"
"VENETO","VERONA","PALU'","1","1","1"
"VENETO","VERONA","PESCHIERA DEL GARDA","1","1","1"
"VENETO","VERONA","ROVEREDO DI GUA'","1","1","1"
"VENETO","VERONA","SAN GIOVANNI LUPATOTO","1","1","1"
"VENETO","VERONA","SANT'ANNA D'ALFAEDO","1","1","1"
"VENETO","VERONA","SELVA DI PROGNO","4","4","4"
"VENETO","VERONA","SONA","1","1","1"
"VENETO","VERONA","TORRI DEL BENACO","1","1","1"
"VENETO","VERONA","TREGNAGO","1","1","1"
"VENETO","VERONA","VERONA","2","2","2"
"VENETO","VICENZA","Total","33","33","33"
"VENETO","VICENZA","ARCUGNANO","1","1","1"
"VENETO","VICENZA","CAMISANO VICENTINO","1","1","1"
"VENETO","VICENZA","CARTIGLIANO","1","1","1"
"VENETO","VICENZA","CASTELGOMBERTO","1","1","1"
"VENETO","VICENZA","CHIAMPO","1","1","1"
"VENETO","VICENZA","CORNEDO VICENTINO","1","1","1"
"VENETO","VICENZA","CRESPADORO","1","1","1"
"VENETO","VICENZA","LASTEBASSE","1","1","1"
"VENETO","VICENZA","LONGARE","1","1","1"
"VENETO","VICENZA","LONIGO","1","1","1"
"VENETO","VICENZA","LUSIANA CONCO","2","2","2"
"VENETO","VICENZA","MAROSTICA","2","2","2"
"VENETO","VICENZA","MONTE DI MALO","1","1","1"
"VENETO","VICENZA","MONTEBELLO VICENTINO","1","1","1"
"VENETO","VICENZA","MONTEGALDELLA","1","1","1"
"VENETO","VICENZA","MONTEVIALE","1","1","1"
"VENETO","VICENZA","MONTORSO VICENTINO","1","1","1"
"VENETO","VICENZA","RECOARO TERME","1","1","1"
"VENETO","VICENZA","ROANA","1","1","1"
"VENETO","VICENZA","ROMANO D'EZZELINO","1","1","1"
"VENETO","VICENZA","SANDRIGO","1","1","1"
"VENETO","VICENZA","SCHIAVON","1","1","1"
"VENETO","VICENZA","SCHIO","2","2","2"
"VENETO","VICENZA","SOSSANO","1","1","1"
"VENETO","VICENZA","TONEZZA DEL CIMONE","1","1","1"
"VENETO","VICENZA","TORRI DI QUARTESOLO","1","1","1"
"VENETO","VICENZA","VALDAGNO","1","1","1"
"VENETO","VICENZA","VALLI DEL PASUBIO","2","2","2"
"VENETO","VICENZA","VICENZA","1","1","1"
